x1 coord, x2coord, x3coord, x4coord, n1, n2, n3, attrib1, attrib2
100, 51.62310570214837, 20.81808586127011, 7.597709644573005, 0, 0, 0, 2, 5
0, 86.19948083737572, 23.29448378893512, 4.682927863842306, 0, 0, 0, 2, 11
84.68749414178674, 32.27297328852789, 50, 5.421198187793072, 0, 0, 0, 2, 3
100, 25.45590427530566, 19.46577815589672, 5.908143926522736, 0, 0, 0, 2, 4
61.19678430849255, 0, 19.82264150648718, 6.727017583022799, 0, 0, 0, 2, 7
0, 81.03834897719318, 27.18589268817111, 5.637891772923416, 0, 0, 0, 2, 11
64.38867024880236, 46.53830175166502, 0, 10.42758396910818, 0, 0, 0, 2, 0
50.54017286077404, 75.20483056579675, 0, 7.39711624274589, 0, 0, 0, 2, 1
82.50652921820777, 71.08812867286007, 0, 6.494590500388718, 0, 0, 0, 2, 0
33.45279607874267, 0, 25.03219870814747, 7.942580933634684, 0, 0, 0, 2, 6
16.96823595022106, 26.13524630332495, 50, 5.666941430979723, 0, 0, 0, 2, 2
36.54824144848702, 65.69023687765927, 50, 9.129035238985052, 0, 0, 0, 2, 2
28.45036556608901, 30.49966046866409, 0, 8.027386754294199, 0, 0, 0, 2, 1
100, 84.00974188586825, 17.31579639248765, 4.767991649734022, 0, 0, 0, 2, 5
88.38677149461273, 25.6823824728985, 50, 4.510269271391246, 0, 0, 0, 2, 3
0, 46.00519317088364, 17.91816301908873, 6.557973107536285, 0, 0, 0, 2, 10
78.98863759666467, 100, 40.11882450108123, 3.668698128931845, 0, 0, 0, 2, 9
100, 35.49694513025932, 20.99854734208269, 7.057134818710542, 0, 0, 0, 2, 4
36.49715822078646, 36.1061714129562, 50, 9.159877510132327, 0, 0, 0, 2, 3
20.46495431087382, 87.5750347119949, 50.00000000000001, 4.371050512865316, 0, 0, 0, 2, 2
34.28379004764115, 100, 30.93527248016716, 5.918928478157168, 0, 0, 0, 2, 9
10.78638710225274, 100, 29.12368297027842, 4.314555114635218, 0, 0, 0, 2, 9
88.00574970920917, 35.13465262944979, 0, 4.797700163736834, 0, 0, 0, 2, 0
29.07159264244276, 15.74582845033978, 0, 5.667811948493281, 0, 0, 0, 2, 0
72.0673607435827, 71.70945845537946, 50, 8.147780191159288, 0, 0, 0, 2, 3
0, 16.62282402004052, 29.80731700147193, 5.421904169785691, 0, 0, 0, 2, 10
54.41618287862619, 79.52289326237612, 50, 6.185920072832343, 0, 0, 0, 2, 2
55.71232591262342, 100, 37.97501990238433, 4.376206904179408, 0, 0, 0, 2, 9
61.23476401518846, 100, 24.02885899136587, 6.282046851034135, 0, 0, 0, 2, 8
23.85627014316417, 100, 35.53346968866018, 4.937231910033779, 0, 0, 0, 2, 9
100, 72.74248155990072, 37.23068958967044, 5.107724166652717, 0, 0, 0, 2, 4
0, 59.20510510372233, 18.1100921713478, 6.369403387747607, 0, 0, 0, 2, 10
0, 63.80533834567396, 37.98289522757089, 4.80684240387449, 0, 0, 0, 2, 11
13.95325923079676, 0, 20.77602611690552, 4.766870976424798, 0, 0, 0, 2, 6
