x1 coord, x2coord, x3coord, x4coord, n1, n2, n3, attrib1, attrib2, attrib3, attrib4, attrib5, attrib6
95.33813618688833, 52.64721598949625, 26.72938146803736, 6.91780884044972, -1, 0, 0, 6, 1258, 0, 212, 231, 1
94.73444297752316, 48.48233065710116, 25.30524901884431, 6.961242135591572, -1, 0, 0, 6, 1259, 0, 184, 212, 1
96.45107730804131, 46.47114644815547, 16.50674553430272, 5.137380924274883, -1, -0, -0, 6, 1260, 0, 340, 184, 1
96.49235462293211, 58.36238917013031, 20.87870013481342, 6.286657093923174, -1, -1.268190888199737e-15, 1.298260004035736e-15, 6, 1261, 0, 231, 415, 1
95.72735844859993, 53.10529913831124, 14.71293814526168, 6.035396067944583, -1, -2.800853512957836e-15, -4.993186749183658e-16, 6, 1262, 0, 415, 606, 1
96.93018075378765, 49.77314672484229, 14.11890281995032, 5.137380924274883, -1, -0, -0, 6, 1263, 0, 606, 340, 1
1.923776544821689, 89.59440603371344, 20.70539512787775, 3.432452946638092, 1, 0, 0, 6, 1264, 1, 221, 400, 1
3.452181896349566, 84.7792226994454, 20.4669194034419, 4.662530009557855, 1, -0, 0, 6, 1265, 1, 346, 221, 1
2.540025625108526, 89.99847018106583, 24.31710941362467, 3.287232245765507, 1, -0, 0, 6, 1266, 1, 252, 297, 1
1.728223378673763, 89.9636384203834, 21.10949522566029, 3.287232245765507, 1, -0, -0, 6, 1267, 1, 400, 252, 1
2.893198516046317, 89.24177797251954, 25.36900635236838, 3.619387652722505, 1, 0, 0, 6, 1268, 1, 297, 537, 1
3.443986936880776, 85.4272802750879, 26.37222218719895, 4.071207198811456, 1, -0, -0, 6, 1269, 1, 537, 5, 1
3.430111926497658, 83.01374077792008, 23.17117189482606, 4.682927863842306, 1, 0, 0, 6, 1270, 1, 5, 346, 1
87.73096018893158, 28.96142260213465, 46.97339525827109, 3.995736463783962, -0, -0, -1, 6, 1271, 2, 416, 14, 1
85.66301519902805, 27.80069175386251, 47.09544386645727, 4.510269271391246, 0, -0, -1, 6, 1272, 2, 14, 241, 1
82.60782500955186, 33.35651131435941, 45.11222837702727, 5.421198187793072, -0, -0, -1, 6, 1273, 2, 406, 198, 1
87.12969743293159, 36.01506732728284, 46.93051061556375, 4.982571449876012, 0, 0, -1, 6, 1274, 2, 198, 609, 1
89.13291935386486, 32.61383484444512, 46.91594457331766, 3.995736463783962, 0, -0, -1, 6, 1275, 2, 609, 416, 1
82.59698008631067, 29.43878514976647, 45.87852958650775, 5.313508198929951, -0, 0, -1, 6, 1276, 2, 241, 406, 1
97.38543301054486, 27.38781895689214, 24.39912486753473, 5.908143926522736, -1, 0, 0, 6, 1277, 3, 75, 325, 1
97.42936266330422, 22.38046876623347, 23.80624872591916, 5.058727109052921, -1, -0, -0, 6, 1278, 3, 343, 75, 1
97.0485877592841, 29.34343010777863, 22.79481305263709, 5.908143926522736, -1, -0, -0, 6, 1279, 3, 325, 17, 1
97.09057987747897, 30.16640329058091, 17.4035855765608, 5.226822419164925, -1, 0, 0, 6, 1280, 3, 17, 112, 1
96.31040876135101, 20.84891079193142, 19.20368620191987, 4.76351508232877, -1, -0, -0, 6, 1281, 3, 496, 343, 1
96.96168944587085, 26.378537565284, 14.48345124516529, 4.425838801555905, -1, 0, 0, 6, 1282, 3, 112, 461, 1
97.2668772529363, 22.222582903449, 15.34487563189965, 3.962923064761904, -1, 0, 0, 6, 1283, 3, 171, 496, 1
97.47240214052718, 23.95299863254068, 14.34145494729237, 3.962923064761904, -1, -0, -0, 6, 1284, 3, 461, 171, 1
65.14410172310279, 3.524207532342946, 23.97612342646587, 5.808513351153332, 0, 1, 0, 6, 1285, 4, 166, 444, 1
58.1847096057278, 3.528295144482217, 24.69412022661782, 6.363643332407407, -0, 1, -0, 6, 1286, 4, 176, 166, 1
55.83821202615015, 3.363743892113577, 22.10818207394124, 5.700349629212891, 0, 1, -0, 6, 1287, 4, 284, 176, 1
66.56436349167026, 2.821453444167938, 22.73490175189934, 5.625760743051369, -0, 1, -0, 6, 1288, 4, 444, 93, 1
66.98672706950107, 3.323656874591693, 20.64885780172852, 5.079055918703047, -0, 1, 0, 6, 1289, 4, 93, 531, 1
64.14368477689069, 3.799582566869887, 15.11820577951724, 5.016985125360688, -0, 1, -0, 6, 1290, 4, 531, 116, 1
58.6496341703633, 3.098313846440191, 14.42215606116997, 4.533902403777792, 0, 1, 0, 6, 1291, 4, 116, 382, 1
56.69012483681364, 3.014205607039891, 15.84051261265238, 4.812781297045498, 0, 1, 0, 6, 1292, 4, 229, 284, 1
57.33621485085189, 2.664686664334414, 15.00100132850331, 4.533902403777792, -0, 1, -0, 6, 1293, 4, 382, 229, 1
3.283888820901453, 85.31425131748608, 28.83469741627983, 4.071207198811456, 1, -0, -0, 6, 1294, 5, 537, 244, 1
3.431919644189738, 83.95254509091583, 30.57929985645874, 4.581725995578379, 1, 0, -0, 6, 1295, 5, 244, 258, 1
3.553495198483642, 78.21977975720885, 30.53464813903762, 5.509553761147173, 1, 0, -0, 6, 1296, 5, 258, 139, 1
3.716374676784017, 78.51705545923582, 23.77745288361797, 5.637891772923416, 1, 0, 0, 6, 1297, 5, 139, 346, 1
73.11862685263746, 47.84907438661102, 5.550156775032074, 7.334588398314195, -0, 0, 1, 6, 1298, 6, 274, 409, 1
72.04048085071639, 41.22088739223318, 4.680748495203074, 7.334588398314195, -0, -0, 1, 6, 1299, 6, 504, 274, 1
69.81338542721981, 53.50284673241659, 5.54996269149057, 7.776826697544214, 0, 0, 1, 6, 1300, 6, 409, 489, 1
62.65159605263661, 54.77206278168351, 6.158105225665272, 8.985990989519463, -0, -0, 1, 6, 1301, 6, 489, 54, 1
55.76156909838075, 49.27332176752455, 5.17950757177203, 10.42758396910818, 0, 0, 1, 6, 1302, 6, 54, 330, 1
62.40012585970722, 38.71960594546, 6.606678025712469, 8.377821206539716, 0, 0, 1, 6, 1303, 6, 478, 504, 1
56.11043772302254, 42.99856173216379, 5.260761758173839, 9.677327192474445, 0, 0, 1, 6, 1304, 6, 330, 478, 1
46.89056511473232, 80.54526920787274, 3.588510431773749, 5.966479624215133, -0, -0, 1, 6, 1305, 7, 282, 92, 1
52.7957205082884, 81.41532228085667, 3.32560162612115, 4.912422834694768, 0, -0, 1, 6, 1306, 7, 280, 282, 1
53.904867977894, 80.7773547318921, 3.513279080262124, 4.912422834694768, -0, -0, 1, 6, 1307, 7, 331, 280, 1
56.82986735701215, 75.2543133942264, 3.892893949541609, 5.787132312766807, -0, -0, 1, 6, 1308, 7, 480, 331, 1
44.13017359421967, 73.51349666323476, 3.281558736562852, 7.39711624274589, 0, -0, 1, 6, 1309, 7, 92, 43, 1
44.94099399810019, 72.55333246880056, 4.041792005300008, 7.39711624274589, 0, 0, 1, 6, 1310, 7, 43, 502, 1
54.25297842734093, 71.63205715314812, 5.307324530819269, 6.953368531901519, -0, 0, 1, 6, 1311, 7, 502, 480, 1
84.16353152419251, 76.9080453181123, 2.358520588847301, 4.737541222988191, -0, -0, 1, 6, 1312, 8, 267, 60, 1
83.22218868672643, 76.95863957442295, 2.684145869264624, 4.986880091256254, 0, -0, 1, 6, 1313, 8, 60, 469, 1
88.66924092938257, 71.65950750209107, 1.968302915253399, 4.737541222988191, -0, -0, 1, 6, 1314, 8, 608, 267, 1
78.00331975066248, 69.07569601775627, 4.225035510835587, 6.494590500388718, 0, -0, 1, 6, 1315, 8, 469, 59, 1
81.00271759945548, 66.18061510987208, 3.979267145107743, 5.929661838998365, 0, 0, 1, 6, 1316, 8, 59, 209, 1
88.66961189691663, 71.61334697947336, 1.979965503117782, 4.749444340807028, -0, 0, 1, 6, 1317, 8, 418, 608, 1
85.29478755599703, 66.86207283811734, 4.067649602795826, 4.842979370252929, 0, 0, 1, 6, 1318, 8, 209, 418, 1
31.22307643302846, 3.430414104633889, 31.83992970015811, 5.428363858999881, -0, 1, -0, 6, 1319, 9, 245, 134, 1
37.50589960803009, 4.033697776202977, 30.54456897133464, 5.805384422631665, 0, 1, 0, 6, 1320, 9, 134, 180, 1
27.71561529976755, 2.54071861651227, 29.90191096950375, 5.428363858999881, -0, 1, -0, 6, 1321, 9, 423, 245, 1
40.12145550242427, 3.911520037757869, 26.85252405612745, 5.86027392653097, -0, 1, 0, 6, 1322, 9, 180, 271, 1
37.00751617675236, 3.124941914021558, 18.6538529236878, 5.611814958452037, 0, 1, 0, 6, 1323, 9, 271, 339, 1
27.44211066371412, 4.435213144210032, 22.3330993964646, 5.788311707856195, 0, 1, 0, 6, 1324, 9, 306, 423, 1
29.92211847649995, 2.730607464308892, 18.46236686614273, 5.357638303343322, 0, 1, 0, 6, 1325, 9, 300, 306, 1
34.67624172039697, 2.990647924542817, 17.77659414059543, 5.357638303343322, -0, 1, 0, 6, 1326, 9, 339, 300, 1
18.18525468768742, 21.43884152428759, 47.07137016230364, 5.016582914883418, -2.917276019268005e-16, -8.712182286875434e-16, -1, 6, 1327, 10, 546, 121, 1
16.82145315002284, 21.03321280473404, 47.53790045469792, 4.64223850411437, 6.932609072288729e-16, -5.782579872524418e-16, -1, 6, 1328, 10, 121, 266, 1
19.98095868747098, 26.80154991254329, 45.24670994037241, 5.606594297901127, 0, 0, -1, 6, 1329, 10, 170, 546, 1
16.63577306105076, 31.24741876144942, 47.57731835193466, 4.098537761640651, -0, 0, -1, 6, 1330, 10, 425, 170, 1
12.56750177207014, 28.45132555206064, 47.28273284548892, 3.943032848774231, 0, 0, -1, 6, 1331, 10, 213, 425, 1
12.2376919119993, 27.72341678839857, 47.31413090509979, 3.943032848774231, -0, -0, -1, 6, 1332, 10, 303, 213, 1
12.40942109665859, 24.71334642869647, 46.94883087003944, 3.951918360723392, 0, 0, -1, 6, 1333, 10, 266, 303, 1
33.43583032508947, 73.04780249057868, 45.58203557674261, 6.493403961234702, -0, 0, -1, 6, 1334, 11, 443, 373, 1
38.34413350811659, 72.88309855579573, 44.67301239123026, 6.798795684311393, 0, 0, -1, 6, 1335, 11, 373, 477, 1
30.68540799678232, 70.26097502736157, 44.70143216717391, 7.012916637970489, -0, -0, -1, 6, 1336, 11, 534, 443, 1
29.8399211706792, 63.49128147167093, 44.21188125834846, 7.239369847967491, 1.180226527209582e-16, 9.449907046252911e-16, -1, 6, 1337, 11, 575, 534, 1
43.0143641404208, 69.19630949315527, 44.59296786190806, 7.296141228409343, 0, -0, -1, 6, 1338, 11, 477, 146, 1
42.84534614537838, 60.91555189867832, 45.42964550800342, 9.129035238985052, 0, 0, -1, 6, 1339, 11, 146, 205, 1
37.19355255239078, 58.48897108069108, 44.4264348128666, 7.737159330951402, 9.240069075901328e-16, 3.967196255057649e-16, -1, 6, 1340, 11, 205, 575, 1
28.4094794479111, 37.24627115471435, 4.34977133643031, 6.843218772962085, 0, -0, 1, 6, 1341, 12, 491, 498, 1
33.25308800702798, 25.31734781956741, 3.810043420399791, 6.400103582437816, 0, 0, 1, 6, 1342, 12, 235, 401, 1
32.45142420712613, 24.65152841653443, 3.772243278853294, 6.139406299148702, -0, -0, 1, 6, 1343, 12, 494, 235, 1
34.11875145861947, 27.68240613365576, 4.936741586133138, 6.727622044178418, -0, 0, 1, 6, 1344, 12, 401, 491, 1
22.55845729053253, 34.43587070282452, 3.772347275627974, 6.299157115840066, -0, -0, 1, 6, 1345, 12, 498, 173, 1
21.18322769679407, 32.44322917301515, 2.801818335143185, 5.647054596765534, 0, 0, 1, 6, 1346, 12, 173, 268, 1
21.16480774225847, 31.03557339511811, 3.327518990764603, 5.647054596765534, 0, 0, 1, 6, 1347, 12, 268, 429, 1
24.2450939423006, 24.25743699067936, 2.790927215832427, 5.678473748064359, 0, 0, 1, 6, 1348, 12, 429, 494, 1
97.19500697463062, 86.02269700026321, 14.02736664456941, 3.901162256397629, -1, -3.033195824986953e-15, -2.801002220913748e-15, 6, 1349, 13, 626, 514, 1
97.56458172692905, 87.82318691306723, 18.81916568566109, 3.39907034466658, -1, 0, 0, 6, 1350, 13, 115, 440, 1
96.70621901633888, 84.3639485175467, 20.74497834532723, 4.411859538554723, -1, 2.018667023292335e-15, -1.12382382033603e-15, 6, 1351, 13, 293, 115, 1
97.54110367005991, 87.71041743916702, 15.58589071304804, 3.39907034466658, -1, 0, 0, 6, 1352, 13, 440, 626, 1
96.53639485018387, 81.70337516306394, 19.6434252886052, 4.451866150123812, -1, -2.089095294354965e-16, -2.0461038832425e-15, 6, 1353, 13, 559, 293, 1
97.25570715081538, 81.6642531637995, 14.20110799964706, 3.901162256397629, -1, 1.759785558614301e-15, -2.992065616863004e-15, 6, 1354, 13, 514, 390, 1
96.93823022178765, 81.22411500396484, 14.94945046004752, 4.132264187134606, -1, -0, 0, 6, 1355, 13, 390, 559, 1
