x1 coord, x2coord, x3coord, x4coord, n1, n2, n3, attrib1, attrib2
0, 0, 0, 20, 0, 0, 0, 2, 0
100, 0, 0, 20, 0, 0, 0, 2, 1
0, 100, 0, 20, 0, 0, 0, 2, 2
100, 100, 0, 20, 0, 0, 0, 2, 3
0, 0, 50, 20, 0, 0, 0, 2, 4
100, 0, 50, 20, 0, 0, 0, 2, 5
0, 100, 50, 20, 0, 0, 0, 2, 6
100, 100, 50, 20, 0, 0, 0, 2, 7
